date,TICKER,PRC,RET,OPENPRC,NaN_Replaced,Open,High,Low,Close
20030102,NFLX,0.817857142857143,0.039964,0.846428571428571,0,0.846428571428571,0.8858169468,0.811946353,0.817857142857143
20030103,NFLX,0.772857142857143,-0.055022,0.85,0,0.85,0.85,0.7718871409,0.772857142857143
20030106,NFLX,0.792857142857143,0.025878,0.785714285714286,0,0.785714285714286,0.8001130688,0.7660594153,0.792857142857143
20030107,NFLX,0.783571428571429,-0.011712,0.771428571428571,0,0.771428571428571,0.7911981277,0.771428571428571,0.783571428571429
20030108,NFLX,0.815,0.040109,0.771428571428571,0,0.771428571428571,0.8423411934,0.76135271,0.815
20030109,NFLX,0.838571428571429,0.028922,0.825,0,0.825,0.838571428571429,0.8041261699,0.838571428571429
20030110,NFLX,0.886785714285714,0.057496,0.835,0,0.835,0.8986261298,0.835,0.886785714285714
20030113,NFLX,0.867142857142857,-0.022151,0.857857142857143,0,0.857857142857143,0.8840000096,0.8577272667,0.867142857142857
20030114,NFLX,0.86,-0.008237,0.871428571428571,0,0.871428571428571,0.879011604,0.8403289379,0.86
20030115,NFLX,0.871428571428571,0.013289,0.849285714285714,0,0.849285714285714,0.881134966,0.849285714285714,0.871428571428571
20030116,NFLX,0.857142857142857,-0.016393,0.907142857142857,0,0.907142857142857,0.9461852218,0.857142857142857,0.857142857142857
20030117,NFLX,0.817142857142857,-0.046667,0.842857142857143,0,0.842857142857143,0.842857142857143,0.8002810804,0.817142857142857
20030121,NFLX,0.814285714285714,-0.003497,0.826428571428571,0,0.826428571428571,0.8529832121,0.7968423783,0.814285714285714
20030122,NFLX,0.828571428571429,0.017544,0.812857142857143,0,0.812857142857143,0.849426212,0.8120786691,0.828571428571429
20030123,NFLX,0.870642857142857,0.050776,0.850714285714286,0,0.850714285714286,0.9011609668,0.8361817411,0.870642857142857
20030124,NFLX,0.880714285714286,0.011568,0.875,0,0.875,0.8871549724,0.8504904583,0.880714285714286
20030127,NFLX,0.877142857142857,-0.004055,0.864285714285714,0,0.864285714285714,0.877142857142857,0.8372518933,0.877142857142857
20030128,NFLX,0.896428571428571,0.021987,0.859285714285714,0,0.859285714285714,0.9142437752,0.8527863368,0.896428571428571
20030129,NFLX,0.882,-0.016096,0.9,0,0.9,0.9,0.851370761,0.882
20030130,NFLX,0.902142857142857,0.022838,0.892857142857143,0,0.892857142857143,0.9076123301,0.8783372989,0.902142857142857
20030131,NFLX,0.942857142857143,0.045131,0.905714285714286,0,0.905714285714286,0.9497292516,0.8969521309,0.942857142857143
20030203,NFLX,0.914285714285714,-0.030303,0.938571428571429,0,0.938571428571429,0.938571428571429,0.8965397753,0.914285714285714
20030204,NFLX,0.878571428571429,-0.039063,0.9,0,0.9,0.9,0.8640387767,0.878571428571429
20030205,NFLX,0.852857142857143,-0.029268,0.875714285714286,0,0.875714285714286,0.8900152073,0.8477194441,0.852857142857143
20030206,NFLX,0.832142857142857,-0.024288,0.854285714285714,0,0.854285714285714,0.854285714285714,0.8201353076,0.832142857142857
20030207,NFLX,0.87,0.045494,0.842857142857143,0,0.842857142857143,0.8700392098,0.8345875649,0.87
20030210,NFLX,0.890714285714286,0.02381,0.873571428571429,0,0.873571428571429,0.900932873,0.8642930982,0.890714285714286
20030211,NFLX,0.927142857142857,0.040898,0.921428571428571,0,0.921428571428571,0.9340638354,0.9113047466,0.927142857142857
20030212,NFLX,0.948571428571429,0.023112,0.955,0,0.955,0.955,0.9335892388,0.948571428571429
20030213,NFLX,0.944285714285714,-0.004518,0.950714285714286,0,0.950714285714286,0.9820177052,0.9431707257,0.944285714285714
20030214,NFLX,1.01714285714286,0.077156,0.952142857142857,0,0.952142857142857,1.01714285714286,0.952142857142857,1.01714285714286
20030218,NFLX,1.04721428571429,0.029565,1.02214285714286,0,1.02214285714286,1.0508510264,1.0106554393,1.04721428571429
20030219,NFLX,1.0815,0.03274,1.05857142857143,0,1.05857142857143,1.0835420628,1.0506607325,1.0815
20030220,NFLX,1.09857142857143,0.015785,1.10642857142857,0,1.10642857142857,1.124922392,1.0856518609,1.09857142857143
20030221,NFLX,1.06428571428571,-0.031209,1.1,0,1.1,1.1,1.0335319495,1.06428571428571
20030224,NFLX,1.00285714285714,-0.057718,1.02428571428571,0,1.02428571428571,1.0376423427,0.9974071302,1.00285714285714
20030225,NFLX,1.04642857142857,0.043447,0.986428571428571,0,0.986428571428571,1.0629869686,0.9777375481,1.04642857142857
20030226,NFLX,1.03928571428571,-0.006826,1.05428571428571,0,1.05428571428571,1.05428571428571,1.0060088182,1.03928571428571
20030227,NFLX,1.17857142857143,0.134021,1.05857142857143,0,1.05857142857143,1.17857142857143,1.0585685346,1.17857142857143
20030228,NFLX,1.22214285714286,0.03697,1.18785714285714,0,1.18785714285714,1.2265209668,1.1733985533,1.22214285714286
20030303,NFLX,1.14,-0.067212,1.20785714285714,0,1.20785714285714,1.2141615486,1.1366481743,1.14
20030304,NFLX,1.16785714285714,0.024436,1.14214285714286,0,1.14214285714286,1.16785714285714,1.1111435717,1.16785714285714
20030305,NFLX,1.15357142857143,-0.012232,1.16857142857143,0,1.16857142857143,1.16857142857143,1.127417114,1.15357142857143
20030306,NFLX,1.16428571428571,0.009288,1.165,0,1.165,1.1823844773,1.1475035746,1.16428571428571
20030307,NFLX,1.14928571428571,-0.012883,1.14142857142857,0,1.14142857142857,1.1815715674,1.1270860797,1.14928571428571
20030310,NFLX,1.12357142857143,-0.022374,1.14142857142857,0,1.14142857142857,1.1627108833,1.1211411373,1.12357142857143
20030311,NFLX,1.10714285714286,-0.014622,1.12357142857143,0,1.12357142857143,1.12357142857143,1.0724062208,1.10714285714286
20030312,NFLX,1.07571428571429,-0.028387,1.10357142857143,0,1.10357142857143,1.10357142857143,1.0614430923,1.07571428571429
20030313,NFLX,1.16071428571429,0.079017,1.09714285714286,0,1.09714285714286,1.1796847675,1.0934994946,1.16071428571429
20030314,NFLX,1.18214285714286,0.018461,1.18571428571429,0,1.18571428571429,1.2040434735,1.1792268662,1.18214285714286
20030317,NFLX,1.28571428571429,0.087613,1.18428571428571,0,1.18428571428571,1.28571428571429,1.1315372169,1.28571428571429
20030318,NFLX,1.33928571428571,0.041667,1.32142857142857,0,1.32142857142857,1.3617935313,1.3121279246,1.33928571428571
20030319,NFLX,1.37428571428571,0.026133,1.36357142857143,0,1.36357142857143,1.3878067705,1.3353574111,1.37428571428571
20030320,NFLX,1.345,-0.02131,1.38928571428571,0,1.38928571428571,1.3934940036,1.3339025553,1.345
20030321,NFLX,1.325,-0.01487,1.365,0,1.365,1.3854380366,1.3062457882,1.325
20030324,NFLX,1.28571428571429,-0.02965,1.305,0,1.305,1.3151048842,1.2659716761,1.28571428571429
20030325,NFLX,1.375,0.069444,1.28571428571429,0,1.28571428571429,1.3866779318,1.28571428571429,1.375
20030326,NFLX,1.47142857142857,0.07013,1.38571428571429,0,1.38571428571429,1.4783005884,1.3792271599,1.47142857142857
20030327,NFLX,1.55214285714286,0.054854,1.46428571428571,0,1.46428571428571,1.5580912456,1.4454375577,1.55214285714286
