date,TICKER,PRC,RET,OPENPRC,NaN_Replaced,Open,High,Low,Close
20030102,NVDA,4.10333333333333,0.069505,4.0,0,4.0,4.1317895782,3.9163046385,4.10333333333333
20030103,NVDA,4.10333333333333,0.0,4.11666666666667,0,4.11666666666667,4.2486948084,4.0570122821,4.10333333333333
20030106,NVDA,4.43666666666667,0.081235,4.20333333333333,0,4.20333333333333,4.4872172319,4.20333333333333,4.43666666666667
20030107,NVDA,4.42333333333333,-0.003005,4.52333333333333,0,4.52333333333333,4.6216085869,4.3851798157,4.42333333333333
20030108,NVDA,3.98333333333333,-0.099473,4.31,0,4.31,4.4228856232,3.9748498558,3.98333333333333
20030109,NVDA,4.05333333333333,0.017573,4.10666666666667,0,4.10666666666667,4.1425414024,4.0154114834,4.05333333333333
20030110,NVDA,4.12333333333333,0.01727,4.0,0,4.0,4.1726381128,3.9866443949,4.12333333333333
20030113,NVDA,4.09,-0.008084,4.28,0,4.28,4.3032699602,4.0698692739,4.09
20030114,NVDA,4.12,0.007335,4.10366666666667,0,4.10366666666667,4.1372706002,4.0059361211,4.12
20030115,NVDA,3.99333333333333,-0.030744,4.12333333333333,0,4.12333333333333,4.1260574926,3.9890619541,3.99333333333333
20030116,NVDA,3.72333333333333,-0.067613,3.93333333333333,0,3.93333333333333,3.9550652367,3.6677943467,3.72333333333333
20030117,NVDA,3.58333333333333,-0.037601,3.62333333333333,0,3.62333333333333,3.6526990309,3.5386391848,3.58333333333333
20030121,NVDA,3.49333333333333,-0.025116,3.65,0,3.65,3.69966063,3.4820851391,3.49333333333333
20030122,NVDA,3.49666666666667,0.000954,3.48333333333333,0,3.48333333333333,3.5749494252,3.48333333333333,3.49666666666667
20030123,NVDA,3.59333333333333,0.027645,3.59,0,3.59,3.6431110338,3.5021962445,3.59333333333333
20030124,NVDA,3.39,-0.056586,3.56333333333333,0,3.56333333333333,3.56333333333333,3.3420318877,3.39
20030127,NVDA,3.34,-0.014749,3.31666666666667,0,3.31666666666667,3.4290568917,3.2829704249,3.34
20030128,NVDA,3.46,0.035928,3.29666666666667,0,3.29666666666667,3.4968677427,3.2019483601,3.46
20030129,NVDA,3.53,0.020231,3.36666666666667,0,3.36666666666667,3.5485236864,3.36666666666667,3.53
20030130,NVDA,3.38666666666667,-0.040604,3.6,0,3.6,3.6162963926,3.364627791,3.38666666666667
20030131,NVDA,3.44,0.015748,3.28666666666667,0,3.28666666666667,3.5142016199,3.28666666666667,3.44
20030203,NVDA,3.50666666666667,0.01938,3.48333333333333,0,3.48333333333333,3.5655065348,3.4352983411,3.50666666666667
20030204,NVDA,3.35,-0.044677,3.48333333333333,0,3.48333333333333,3.48333333333333,3.3081177818,3.35
20030205,NVDA,3.38,0.008955,3.42333333333333,0,3.42333333333333,3.4950802907,3.3675080056,3.38
20030206,NVDA,3.40666666666667,0.00789,3.61633333333333,0,3.61633333333333,3.61633333333333,3.3833007059,3.40666666666667
20030207,NVDA,3.25333333333333,-0.04501,3.47333333333333,0,3.47333333333333,3.47333333333333,3.2480853169,3.25333333333333
20030210,NVDA,3.29333333333333,0.012295,3.25,0,3.25,3.2939158829,3.1186428034,3.29333333333333
20030211,NVDA,3.23333333333333,-0.018219,3.32,0,3.32,3.4117156822,3.2149536691,3.23333333333333
20030212,NVDA,3.25,0.005155,3.23333333333333,0,3.23333333333333,3.3351120945,3.2082828248,3.25
20030213,NVDA,3.29,0.012308,3.30666666666667,0,3.30666666666667,3.3124446829,3.2203926076,3.29
20030214,NVDA,4.01333333333333,0.219858,3.74,0,3.74,4.01333333333333,3.6526304156,4.01333333333333
20030218,NVDA,4.24333333333333,0.057309,4.16666666666667,0,4.16666666666667,4.3021209883,4.1633226567,4.24333333333333
20030219,NVDA,4.28333333333333,0.009427,4.21666666666667,0,4.21666666666667,4.3054254725,4.2093777035,4.28333333333333
20030220,NVDA,4.28333333333333,0.0,4.3,0,4.3,4.3861658362,4.2722237612,4.28333333333333
20030221,NVDA,4.28666666666667,0.000778,4.28,0,4.28,4.2925129005,4.1596912354,4.28666666666667
20030224,NVDA,4.34,0.012442,4.25033333333333,0,4.25033333333333,4.4847280807,4.25033333333333,4.34
20030225,NVDA,4.31333333333333,-0.006144,4.2,0,4.2,4.31333333333333,4.1389439234,4.31333333333333
20030226,NVDA,4.10333333333333,-0.048686,4.25666666666667,0,4.25666666666667,4.3261304824,4.1013767449,4.10333333333333
20030227,NVDA,4.19,0.021121,4.14333333333333,0,4.14333333333333,4.1923624334,4.0798713633,4.19
20030228,NVDA,4.20666666666667,0.003978,4.06,0,4.06,4.20666666666667,3.9693771666,4.20666666666667
20030303,NVDA,4.13666666666667,-0.01664,4.25666666666667,0,4.25666666666667,4.3327657443,4.091021163,4.13666666666667
20030304,NVDA,4.10333333333333,-0.008058,4.15,0,4.15,4.15,4.0797989425,4.10333333333333
20030305,NVDA,4.17,0.016247,4.06333333333333,0,4.06333333333333,4.17,4.06333333333333,4.17
20030306,NVDA,4.1,-0.016787,4.13666666666667,0,4.13666666666667,4.1531899062,4.0926091035,4.1
20030307,NVDA,4.16333333333333,0.015447,4.03666666666667,0,4.03666666666667,4.16452229,4.0299793252,4.16333333333333
20030310,NVDA,4.04666666666667,-0.028022,4.12,0,4.12,4.1299308931,4.0395613426,4.04666666666667
20030311,NVDA,4.07666666666667,0.007413,4.07666666666667,0,4.07666666666667,4.1294412203,4.0397696001,4.07666666666667
20030312,NVDA,4.19,0.027801,4.11,0,4.11,4.19,4.0731280562,4.19
20030313,NVDA,4.60666666666667,0.099443,4.31333333333333,0,4.31333333333333,4.60666666666667,4.2927171793,4.60666666666667
20030314,NVDA,4.47333333333333,-0.028944,4.62333333333333,0,4.62333333333333,4.6498815271,4.4408486172,4.47333333333333
20030317,NVDA,4.73333333333333,0.058122,4.4,0,4.4,4.8127517688,4.3966024199,4.73333333333333
20030318,NVDA,4.69666666666667,-0.007746,4.71666666666667,0,4.71666666666667,4.7499261305,4.6160411361,4.69666666666667
20030319,NVDA,4.72,0.004968,4.70666666666667,0,4.70666666666667,4.735232782,4.5625351272,4.72
20030320,NVDA,4.76333333333333,0.009181,4.72,0,4.72,4.8508600992,4.6121439616,4.76333333333333
